AGEP,SCHL,MAR,SEX,DIS,ESP,MIG,CIT,MIL,ANC,NATIVITY,RELP,DEAR,DEYE,DREM,RAC1P,GCL,ESR
44,20.0,1,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,3,2.0,1.0
45,16.0,1,1,1,-99999.0,1.0,1,2.0,1,1,1,1,2,2.0,3,2.0,6.0
24,20.0,5,2,2,-99999.0,1.0,1,4.0,1,1,2,2,2,2.0,3,-99999.0,3.0
45,16.0,3,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,6.0
21,16.0,5,1,2,-99999.0,1.0,1,4.0,2,1,2,2,2,2.0,1,-99999.0,1.0
70,20.0,1,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
69,19.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,6.0
26,19.0,1,1,2,-99999.0,3.0,1,4.0,1,1,0,2,2,2.0,1,-99999.0,1.0
24,16.0,1,2,2,-99999.0,3.0,1,4.0,1,1,1,2,2,2.0,1,-99999.0,1.0
1,-99999.0,5,1,2,1.0,3.0,1,-99999.0,1,1,2,2,2,-99999.0,1,-99999.0,-99999.0
5,2.0,5,2,2,1.0,3.0,1,-99999.0,1,1,3,2,2,2.0,1,-99999.0,-99999.0
70,19.0,1,1,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,6.0
70,16.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,6.0
50,16.0,1,1,1,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
45,16.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
19,15.0,5,1,2,-99999.0,1.0,1,4.0,1,1,2,2,2,2.0,1,-99999.0,3.0
89,21.0,5,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,6.0
36,17.0,1,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,6.0
47,14.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,3,2.0,6.0
54,20.0,5,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
69,21.0,3,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,3,1.0,6.0
34,16.0,5,2,1,-99999.0,1.0,1,4.0,1,1,7,2,2,1.0,3,2.0,6.0
18,14.0,5,2,1,-99999.0,1.0,1,4.0,1,1,7,1,2,1.0,3,-99999.0,6.0
8,4.0,5,2,2,-99999.0,1.0,1,-99999.0,1,1,7,2,2,2.0,3,-99999.0,-99999.0
69,21.0,5,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
48,16.0,1,1,2,-99999.0,3.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
44,19.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
6,3.0,5,1,2,1.0,1.0,1,-99999.0,2,1,2,2,2,2.0,1,-99999.0,-99999.0
31,13.0,5,1,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,3,2.0,1.0
27,17.0,5,1,2,-99999.0,1.0,1,4.0,1,1,5,2,2,2.0,3,-99999.0,3.0
63,22.0,1,1,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,6.0
61,21.0,1,2,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,2.0,1.0
26,19.0,5,1,1,-99999.0,1.0,1,4.0,2,1,2,2,2,1.0,1,-99999.0,3.0
58,16.0,4,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,6.0
87,16.0,2,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,6.0
85,17.0,1,1,1,-99999.0,1.0,1,2.0,1,1,0,1,2,1.0,1,2.0,6.0
82,20.0,1,2,1,-99999.0,1.0,1,4.0,1,1,1,1,1,1.0,1,2.0,6.0
59,16.0,1,1,2,-99999.0,1.0,1,4.0,1,1,2,2,2,2.0,1,2.0,1.0
24,15.0,5,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,3,-99999.0,6.0
48,16.0,5,2,1,-99999.0,1.0,1,4.0,1,1,6,2,1,2.0,3,2.0,1.0
32,16.0,5,2,2,-99999.0,1.0,1,4.0,1,1,11,2,2,2.0,3,2.0,6.0
48,20.0,3,1,2,-99999.0,1.0,1,4.0,3,1,0,2,2,2.0,1,2.0,1.0
48,17.0,5,2,2,-99999.0,1.0,1,4.0,3,1,13,2,2,2.0,1,2.0,6.0
34,20.0,5,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
25,16.0,3,2,1,-99999.0,1.0,1,4.0,1,1,13,2,2,2.0,1,-99999.0,1.0
29,20.0,1,1,1,-99999.0,1.0,1,2.0,2,1,0,2,2,1.0,1,-99999.0,1.0
26,18.0,1,2,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,-99999.0,1.0
0,-99999.0,5,1,2,1.0,-99999.0,1,-99999.0,2,1,2,2,2,-99999.0,1,-99999.0,-99999.0
61,21.0,1,1,2,-99999.0,1.0,1,2.0,1,1,0,2,2,2.0,1,2.0,1.0
56,20.0,3,2,1,-99999.0,1.0,1,4.0,1,1,0,1,2,2.0,1,2.0,1.0
85,19.0,1,1,1,-99999.0,1.0,1,2.0,1,1,0,1,2,2.0,1,2.0,6.0
80,19.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,6.0
30,21.0,1,2,2,-99999.0,3.0,1,4.0,2,1,0,2,2,2.0,1,2.0,6.0
31,23.0,1,1,2,-99999.0,3.0,1,4.0,2,1,1,2,2,2.0,1,2.0,1.0
6,4.0,5,1,2,2.0,3.0,1,-99999.0,2,1,2,2,2,2.0,1,-99999.0,-99999.0
5,2.0,5,2,2,2.0,3.0,1,-99999.0,2,1,2,2,2,2.0,1,-99999.0,-99999.0
3,1.0,5,2,2,2.0,3.0,1,-99999.0,2,1,2,2,2,-99999.0,1,-99999.0,-99999.0
0,-99999.0,5,1,2,2.0,-99999.0,1,-99999.0,2,1,2,2,2,-99999.0,1,-99999.0,-99999.0
40,21.0,1,1,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
37,22.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
48,21.0,1,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
53,21.0,1,1,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,3.0
17,13.0,5,1,2,1.0,1.0,1,4.0,2,1,2,2,2,2.0,1,-99999.0,6.0
39,16.0,5,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
6,2.0,5,2,2,7.0,1.0,1,-99999.0,1,1,2,2,2,2.0,1,-99999.0,-99999.0
69,18.0,2,2,1,-99999.0,1.0,1,4.0,2,1,0,2,2,1.0,1,2.0,1.0
86,16.0,1,2,1,-99999.0,1.0,1,4.0,2,1,0,1,2,2.0,1,2.0,6.0
94,16.0,1,1,1,-99999.0,1.0,1,2.0,2,1,1,1,2,1.0,1,2.0,6.0
69,14.0,2,1,2,-99999.0,1.0,1,4.0,3,1,0,2,2,2.0,3,2.0,6.0
42,13.0,5,1,2,-99999.0,1.0,1,4.0,3,1,2,2,2,2.0,3,2.0,6.0
46,13.0,3,1,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
54,18.0,1,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
51,18.0,1,1,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
15,12.0,5,2,2,1.0,1.0,1,-99999.0,2,1,2,2,2,2.0,1,-99999.0,-99999.0
43,20.0,3,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
15,12.0,5,1,2,7.0,1.0,1,-99999.0,1,1,2,2,2,2.0,1,-99999.0,-99999.0
15,12.0,5,1,2,7.0,1.0,1,-99999.0,1,1,2,2,2,2.0,1,-99999.0,-99999.0
65,19.0,1,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
62,16.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
61,18.0,1,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
58,19.0,1,1,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
77,21.0,1,1,1,-99999.0,1.0,1,4.0,2,1,0,1,2,2.0,1,2.0,6.0
77,21.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,6.0
22,19.0,5,2,2,-99999.0,2.0,5,4.0,1,2,0,2,2,2.0,1,-99999.0,6.0
75,16.0,2,1,2,-99999.0,1.0,1,2.0,1,1,0,2,2,2.0,1,2.0,1.0
33,3.0,1,1,2,-99999.0,3.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
35,17.0,1,2,2,-99999.0,3.0,1,4.0,4,1,1,2,2,2.0,1,2.0,1.0
56,12.0,5,1,1,-99999.0,1.0,1,4.0,3,1,0,2,2,1.0,1,2.0,6.0
53,12.0,5,1,2,-99999.0,1.0,1,4.0,3,1,0,2,2,2.0,3,2.0,6.0
76,18.0,2,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,6.0
59,21.0,1,1,2,-99999.0,1.0,1,2.0,2,1,0,2,2,2.0,1,2.0,6.0
55,20.0,1,2,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,2.0,6.0
35,21.0,1,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
38,17.0,1,1,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,9,2.0,1.0
4,2.0,5,1,2,1.0,1.0,1,-99999.0,2,1,2,2,2,-99999.0,9,-99999.0,-99999.0
0,-99999.0,5,2,2,1.0,-99999.0,1,-99999.0,2,1,2,2,2,-99999.0,9,-99999.0,-99999.0
72,23.0,3,2,2,-99999.0,1.0,1,4.0,4,1,0,2,2,2.0,8,2.0,6.0
66,16.0,1,2,2,-99999.0,1.0,1,4.0,3,1,0,2,2,2.0,1,1.0,1.0
70,16.0,1,1,2,-99999.0,1.0,1,3.0,3,1,1,2,2,2.0,1,1.0,6.0
13,10.0,5,2,2,-99999.0,1.0,1,-99999.0,3,1,7,2,2,2.0,1,-99999.0,-99999.0
61,19.0,1,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
60,21.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
27,18.0,5,2,2,-99999.0,1.0,1,4.0,1,1,2,2,2,2.0,1,-99999.0,1.0
25,16.0,5,2,2,-99999.0,1.0,1,4.0,1,1,2,2,2,2.0,1,-99999.0,1.0
22,16.0,5,2,2,-99999.0,1.0,1,4.0,1,1,2,2,2,2.0,1,-99999.0,1.0
18,14.0,5,1,2,-99999.0,1.0,1,4.0,1,1,2,2,2,2.0,1,-99999.0,1.0
57,21.0,3,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,6.0
68,21.0,2,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,6.0
51,19.0,3,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
20,16.0,5,1,2,-99999.0,3.0,1,4.0,1,1,0,2,2,2.0,1,-99999.0,1.0
20,16.0,5,1,2,-99999.0,3.0,1,3.0,4,1,12,2,2,2.0,1,-99999.0,1.0
89,16.0,2,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,6.0
46,21.0,1,1,2,-99999.0,1.0,1,2.0,2,1,0,2,2,2.0,1,2.0,1.0
47,18.0,1,2,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,2.0,1.0
14,10.0,5,1,2,1.0,1.0,1,-99999.0,2,1,2,2,2,2.0,1,-99999.0,-99999.0
18,16.0,5,1,2,-99999.0,1.0,1,4.0,2,1,4,2,2,2.0,1,-99999.0,6.0
69,23.0,1,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,6.0
76,21.0,1,1,2,-99999.0,1.0,1,2.0,2,1,1,2,2,2.0,1,2.0,6.0
29,21.0,1,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,-99999.0,1.0
31,19.0,1,1,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
56,16.0,1,1,2,-99999.0,1.0,1,3.0,1,1,0,2,2,2.0,1,2.0,6.0
55,16.0,1,2,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,2.0,6.0
24,19.0,5,2,2,-99999.0,2.0,1,4.0,1,1,0,2,2,2.0,1,-99999.0,1.0
0,-99999.0,5,1,2,7.0,-99999.0,1,-99999.0,1,1,2,2,2,-99999.0,1,-99999.0,-99999.0
62,21.0,1,2,2,-99999.0,1.0,5,4.0,1,2,0,2,2,2.0,1,2.0,1.0
62,22.0,1,1,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,2.0,1.0
40,19.0,1,2,2,-99999.0,1.0,1,2.0,1,1,0,2,2,2.0,1,2.0,1.0
39,21.0,1,1,2,-99999.0,1.0,1,2.0,1,1,1,2,2,2.0,1,2.0,1.0
20,16.0,5,1,2,-99999.0,1.0,1,4.0,2,1,2,2,2,2.0,9,-99999.0,1.0
14,11.0,5,1,2,1.0,1.0,1,-99999.0,2,1,2,2,2,2.0,9,-99999.0,-99999.0
11,8.0,5,1,2,1.0,1.0,1,-99999.0,2,1,2,2,2,2.0,9,-99999.0,-99999.0
5,2.0,5,1,2,1.0,1.0,1,-99999.0,1,1,2,2,2,2.0,1,-99999.0,-99999.0
64,19.0,1,1,2,-99999.0,1.0,1,4.0,4,1,0,2,2,2.0,1,2.0,6.0
63,20.0,1,2,1,-99999.0,1.0,1,4.0,4,1,1,2,2,2.0,1,2.0,1.0
50,19.0,1,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
47,20.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
17,14.0,5,2,2,1.0,1.0,1,4.0,1,1,4,2,2,2.0,1,-99999.0,6.0
30,19.0,5,1,2,-99999.0,3.0,1,4.0,4,1,0,2,2,2.0,1,2.0,1.0
24,21.0,5,1,2,-99999.0,3.0,1,4.0,4,1,5,2,2,2.0,1,-99999.0,1.0
40,16.0,3,2,2,-99999.0,3.0,1,4.0,3,1,0,2,2,2.0,1,2.0,2.0
11,9.0,5,2,2,7.0,3.0,1,-99999.0,3,1,2,2,2,2.0,1,-99999.0,-99999.0
8,4.0,5,2,2,7.0,3.0,1,-99999.0,3,1,2,2,2,2.0,1,-99999.0,-99999.0
60,20.0,1,1,2,-99999.0,1.0,1,2.0,2,1,0,2,2,2.0,1,2.0,1.0
60,21.0,1,2,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,2.0,1.0
87,16.0,1,1,1,-99999.0,1.0,1,3.0,4,1,0,1,2,2.0,1,2.0,6.0
84,11.0,1,2,2,-99999.0,1.0,1,4.0,4,1,1,2,2,2.0,1,2.0,6.0
59,20.0,1,2,2,-99999.0,3.0,1,4.0,3,1,0,2,2,2.0,1,2.0,6.0
62,19.0,1,1,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,6.0
61,18.0,1,1,1,-99999.0,1.0,1,4.0,1,1,0,1,2,2.0,1,1.0,1.0
59,16.0,1,2,2,-99999.0,1.0,1,4.0,4,1,1,2,2,2.0,1,1.0,1.0
10,7.0,5,1,2,-99999.0,3.0,1,-99999.0,4,1,7,2,2,2.0,1,-99999.0,-99999.0
8,5.0,5,1,1,-99999.0,3.0,1,-99999.0,4,1,7,2,2,1.0,1,-99999.0,-99999.0
37,16.0,1,1,2,-99999.0,1.0,1,4.0,4,1,0,2,2,2.0,1,2.0,1.0
33,18.0,1,2,2,-99999.0,1.0,1,4.0,4,1,1,2,2,2.0,1,2.0,1.0
11,8.0,5,2,2,1.0,1.0,1,-99999.0,4,1,2,2,2,2.0,1,-99999.0,-99999.0
10,6.0,5,1,2,1.0,1.0,1,-99999.0,4,1,2,2,2,2.0,1,-99999.0,-99999.0
27,19.0,5,1,2,-99999.0,1.0,1,4.0,4,1,15,2,2,2.0,1,-99999.0,1.0
41,21.0,1,2,2,-99999.0,1.0,1,2.0,2,1,0,2,2,2.0,1,2.0,1.0
41,21.0,1,1,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
16,12.0,5,2,2,1.0,1.0,1,-99999.0,2,1,2,2,2,2.0,1,-99999.0,6.0
12,8.0,5,2,2,1.0,1.0,1,-99999.0,2,1,2,2,2,2.0,1,-99999.0,-99999.0
43,16.0,1,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,6.0
54,12.0,1,1,2,-99999.0,1.0,4,4.0,1,2,1,2,2,2.0,1,2.0,1.0
19,12.0,5,1,2,-99999.0,1.0,1,4.0,1,1,2,2,2,2.0,1,-99999.0,1.0
19,12.0,5,1,2,-99999.0,1.0,1,4.0,1,1,2,2,2,2.0,1,-99999.0,1.0
15,13.0,5,2,1,2.0,1.0,3,-99999.0,1,1,2,2,2,1.0,1,-99999.0,-99999.0
13,8.0,5,2,2,2.0,1.0,1,-99999.0,1,1,2,2,2,2.0,1,-99999.0,-99999.0
11,5.0,5,1,2,2.0,1.0,1,-99999.0,1,1,2,2,2,2.0,1,-99999.0,-99999.0
9,6.0,5,2,2,2.0,1.0,1,-99999.0,1,1,2,2,2,2.0,1,-99999.0,-99999.0
9,3.0,5,1,2,2.0,1.0,1,-99999.0,1,1,2,2,2,2.0,1,-99999.0,-99999.0
2,-99999.0,5,2,2,2.0,1.0,1,-99999.0,1,1,2,2,2,-99999.0,1,-99999.0,-99999.0
45,21.0,1,2,2,-99999.0,3.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
48,18.0,1,1,1,-99999.0,3.0,1,4.0,2,1,1,1,2,2.0,1,2.0,1.0
54,20.0,1,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
51,19.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
61,21.0,3,1,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,6.0
28,21.0,5,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,-99999.0,1.0
40,22.0,1,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
48,19.0,1,1,1,-99999.0,1.0,1,4.0,2,1,1,2,2,1.0,9,2.0,6.0
33,21.0,5,1,2,-99999.0,1.0,1,4.0,1,1,12,2,2,2.0,1,2.0,1.0
78,16.0,1,1,1,-99999.0,1.0,1,3.0,3,1,0,1,2,2.0,1,2.0,6.0
68,17.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,6.0
81,23.0,1,1,1,-99999.0,3.0,1,4.0,4,1,0,2,2,1.0,1,2.0,6.0
72,18.0,1,2,2,-99999.0,1.0,1,4.0,4,1,1,2,2,2.0,1,2.0,6.0
48,22.0,1,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
50,18.0,1,1,2,-99999.0,1.0,4,4.0,1,2,1,2,2,2.0,1,2.0,1.0
12,9.0,5,1,2,1.0,1.0,1,-99999.0,2,1,2,2,2,2.0,1,-99999.0,-99999.0
10,7.0,5,2,2,1.0,1.0,1,-99999.0,2,1,2,2,2,2.0,1,-99999.0,-99999.0
78,16.0,3,2,1,-99999.0,1.0,1,4.0,2,1,0,2,2,1.0,1,2.0,6.0
48,21.0,1,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
43,16.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,6.0
17,14.0,5,2,2,2.0,1.0,1,4.0,2,1,2,2,2,2.0,1,-99999.0,6.0
14,11.0,5,2,1,2.0,1.0,1,-99999.0,1,1,2,2,2,1.0,1,-99999.0,-99999.0
14,11.0,5,2,2,2.0,1.0,1,-99999.0,1,1,2,2,2,2.0,1,-99999.0,-99999.0
67,20.0,1,2,2,-99999.0,1.0,1,2.0,1,1,0,2,2,2.0,1,2.0,6.0
71,17.0,1,1,2,-99999.0,1.0,1,2.0,1,1,1,2,2,2.0,1,2.0,6.0
65,16.0,1,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,6.0
61,16.0,1,2,2,-99999.0,1.0,1,4.0,4,1,1,2,2,2.0,1,2.0,1.0
39,16.0,1,1,1,-99999.0,3.0,1,4.0,2,1,0,2,2,1.0,1,2.0,3.0
26,20.0,1,2,2,-99999.0,3.0,1,4.0,1,1,1,2,2,2.0,1,-99999.0,6.0
2,-99999.0,5,2,2,2.0,3.0,1,-99999.0,2,1,2,2,2,-99999.0,1,-99999.0,-99999.0
0,-99999.0,5,1,2,2.0,-99999.0,1,-99999.0,2,1,2,2,2,-99999.0,1,-99999.0,-99999.0
9,7.0,5,2,2,2.0,3.0,1,-99999.0,4,1,3,2,2,2.0,1,-99999.0,-99999.0
60,16.0,3,1,2,-99999.0,3.0,1,4.0,4,1,0,2,2,2.0,1,2.0,1.0
59,19.0,3,2,1,-99999.0,1.0,1,4.0,2,1,0,2,2,1.0,1,2.0,6.0
57,19.0,3,1,1,-99999.0,1.0,3,4.0,1,1,0,2,1,2.0,1,2.0,6.0
32,14.0,1,1,2,-99999.0,1.0,1,4.0,4,1,0,2,2,2.0,1,2.0,1.0
34,19.0,1,2,2,-99999.0,1.0,1,4.0,4,1,1,2,2,2.0,1,2.0,1.0
11,7.0,5,2,2,1.0,1.0,1,-99999.0,4,1,2,2,2,2.0,1,-99999.0,-99999.0
4,1.0,5,1,2,1.0,1.0,1,-99999.0,4,1,2,2,2,-99999.0,1,-99999.0,-99999.0
46,16.0,1,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
39,21.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
79,20.0,2,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,3,2.0,1.0
27,21.0,5,2,2,-99999.0,1.0,1,4.0,1,1,2,2,2,2.0,3,-99999.0,6.0
21,19.0,5,1,2,-99999.0,1.0,1,4.0,1,1,7,2,2,2.0,3,-99999.0,6.0
20,19.0,5,1,2,-99999.0,1.0,1,4.0,1,1,7,2,2,2.0,3,-99999.0,6.0
58,18.0,1,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
57,16.0,1,1,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,2.0
73,21.0,3,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,6.0
94,19.0,2,1,1,-99999.0,1.0,4,4.0,2,2,0,1,1,2.0,1,2.0,6.0
47,22.0,1,2,2,-99999.0,1.0,1,4.0,4,1,0,2,2,2.0,1,2.0,1.0
52,24.0,1,1,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
66,16.0,3,1,2,-99999.0,1.0,1,3.0,1,1,0,2,2,2.0,1,2.0,6.0
56,21.0,3,2,2,-99999.0,1.0,1,4.0,1,1,11,2,2,2.0,1,2.0,6.0
49,19.0,3,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
15,13.0,5,2,2,7.0,1.0,1,-99999.0,2,1,2,2,2,2.0,1,-99999.0,-99999.0
13,10.0,5,1,2,7.0,1.0,1,-99999.0,2,1,2,2,2,2.0,1,-99999.0,-99999.0
54,24.0,3,1,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
37,20.0,1,2,2,-99999.0,1.0,1,4.0,4,1,0,2,2,2.0,1,2.0,1.0
42,21.0,1,1,2,-99999.0,1.0,1,4.0,4,1,1,2,2,2.0,1,2.0,1.0
15,12.0,5,1,2,1.0,1.0,1,-99999.0,4,1,2,2,2,2.0,1,-99999.0,-99999.0
12,9.0,5,1,2,1.0,1.0,1,-99999.0,4,1,2,2,2,2.0,1,-99999.0,-99999.0
7,4.0,5,2,2,1.0,1.0,1,-99999.0,4,1,2,2,2,2.0,1,-99999.0,-99999.0
56,17.0,3,1,2,-99999.0,3.0,1,4.0,4,1,0,2,2,2.0,1,2.0,1.0
58,19.0,3,2,1,-99999.0,1.0,1,2.0,1,1,0,1,2,2.0,3,2.0,6.0
66,21.0,1,1,2,-99999.0,1.0,1,2.0,2,1,0,2,2,2.0,1,2.0,6.0
58,22.0,1,2,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,2.0,1.0
80,21.0,2,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,6.0
77,18.0,1,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,1.0,6.0
76,16.0,1,1,1,-99999.0,1.0,1,2.0,1,1,1,1,2,2.0,1,1.0,6.0
15,12.0,5,2,2,-99999.0,1.0,1,-99999.0,1,1,7,2,2,2.0,1,-99999.0,-99999.0
56,19.0,1,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
59,16.0,1,1,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
27,19.0,1,1,2,-99999.0,1.0,1,4.0,2,1,2,2,2,2.0,1,-99999.0,1.0
26,20.0,1,2,2,-99999.0,1.0,1,4.0,1,1,9,2,2,2.0,1,-99999.0,1.0
40,18.0,1,1,2,-99999.0,1.0,1,4.0,4,1,0,2,2,2.0,1,2.0,1.0
43,21.0,1,2,2,-99999.0,1.0,1,4.0,4,1,1,2,2,2.0,1,2.0,1.0
11,8.0,5,2,1,1.0,1.0,1,-99999.0,4,1,2,2,2,1.0,1,-99999.0,-99999.0
9,5.0,5,1,2,1.0,1.0,1,-99999.0,4,1,2,2,2,2.0,1,-99999.0,-99999.0
2,-99999.0,5,1,2,1.0,1.0,1,-99999.0,4,1,2,2,2,-99999.0,1,-99999.0,-99999.0
24,16.0,5,1,1,-99999.0,3.0,1,4.0,2,1,0,1,2,2.0,1,-99999.0,1.0
0,-99999.0,5,2,2,5.0,-99999.0,1,-99999.0,2,1,2,2,2,-99999.0,9,-99999.0,-99999.0
20,16.0,5,2,2,-99999.0,3.0,1,4.0,2,1,13,2,2,2.0,9,-99999.0,6.0
68,21.0,1,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
67,21.0,1,1,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,2.0,1.0
59,22.0,3,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
76,19.0,3,1,2,-99999.0,1.0,1,2.0,2,1,0,2,2,2.0,1,2.0,1.0
58,11.0,1,2,2,-99999.0,1.0,3,4.0,1,1,0,2,2,2.0,1,2.0,6.0
59,11.0,1,1,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
29,17.0,5,1,2,-99999.0,1.0,1,4.0,1,1,2,2,2,2.0,1,-99999.0,1.0
